"상권별(1)","상권별(2)",상권별(3),항목,2024.3/4,2024.4/4,2025.1/4,2025.2/4,2025.3/4,2025.4/4,2026.1/4
"서울","소계(기타지역)",수유,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"서울","소계(기타지역)",수유,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"서울","소계(기타지역)",수유,운영경비 (%),36.0,9.4,9.4,10.0,39.4,11.9,16.7
"서울","소계(기타지역)",수유,순영업소득 (%),64.0,90.6,90.6,90.0,60.6,88.1,83.3
"서울","소계(기타지역)",수유,순영업소득 (천원/㎡),56.9,80.1,79.8,78.8,52.7,78.7,70.3
"서울","소계(기타지역)",숙명여대,임대수입 (%),99.2,99.2,99.2,99.2,99.2,99.2,99.1
"서울","소계(기타지역)",숙명여대,기타수입 (%),0.8,0.8,0.8,0.8,0.8,0.8,0.9
"서울","소계(기타지역)",숙명여대,운영경비 (%),48.0,11.3,11.4,11.4,52.5,11.7,13.1
"서울","소계(기타지역)",숙명여대,순영업소득 (%),52.0,88.7,88.6,88.6,47.5,88.3,86.9
"서울","소계(기타지역)",숙명여대,순영업소득 (천원/㎡),54.1,92.8,92.4,91.9,48.1,90.5,84.5
"서울","소계(기타지역)",신림역,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"서울","소계(기타지역)",신림역,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"서울","소계(기타지역)",신림역,운영경비 (%),29.2,4.7,5.5,5.8,28.2,10.0,9.8
"서울","소계(기타지역)",신림역,순영업소득 (%),70.8,95.3,94.5,94.2,71.8,90.0,90.2
"서울","소계(기타지역)",신림역,순영업소득 (천원/㎡),92.5,123.6,123.3,122.4,92.8,110.6,111.0
"서울","소계(기타지역)",약수역,임대수입 (%),98.7,98.7,98.7,98.7,98.7,98.6,98.7
"서울","소계(기타지역)",약수역,기타수입 (%),1.3,1.3,1.3,1.3,1.3,1.4,1.3
"서울","소계(기타지역)",약수역,운영경비 (%),29.0,6.3,6.4,6.4,31.6,8.3,11.1
"서울","소계(기타지역)",약수역,순영업소득 (%),71.0,93.7,93.6,93.6,68.4,91.7,88.9
"서울","소계(기타지역)",약수역,순영업소득 (천원/㎡),107.1,141.3,139.0,137.8,100.0,127.0,133.3
"서울","소계(기타지역)",연신내,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"서울","소계(기타지역)",연신내,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"서울","소계(기타지역)",연신내,운영경비 (%),33.6,18.8,19.1,19.2,44.7,19.2,20.5
"서울","소계(기타지역)",연신내,순영업소득 (%),66.4,81.2,80.9,80.8,55.3,80.8,79.5
"서울","소계(기타지역)",연신내,순영업소득 (천원/㎡),58.8,75.6,73.2,72.8,49.5,73.0,67.2
"서울","소계(기타지역)",오류동역,임대수입 (%),98.6,98.6,98.5,98.4,98.5,98.5,98.6
"서울","소계(기타지역)",오류동역,기타수입 (%),1.4,1.4,1.5,1.6,1.5,1.5,1.4
"서울","소계(기타지역)",오류동역,운영경비 (%),41.6,15.7,16.4,17.5,47.8,17.6,18.0
"서울","소계(기타지역)",오류동역,순영업소득 (%),58.4,84.3,83.6,82.5,52.2,82.4,82.0
"서울","소계(기타지역)",오류동역,순영업소득 (천원/㎡),81.0,117.5,111.2,102.9,69.8,111.1,110.6
"서울","소계(기타지역)",왕십리,임대수입 (%),97.5,97.4,97.4,97.5,97.5,97.6,97.6
"서울","소계(기타지역)",왕십리,기타수입 (%),2.5,2.6,2.6,2.5,2.5,2.4,2.4
"서울","소계(기타지역)",왕십리,운영경비 (%),45.7,4.8,8.2,7.9,55.7,8.9,8.9
"서울","소계(기타지역)",왕십리,순영업소득 (%),54.3,95.2,91.8,92.1,44.3,91.1,91.1
"서울","소계(기타지역)",왕십리,순영업소득 (천원/㎡),57.9,97.7,94.3,97.9,46.8,99.7,99.9
"서울","소계(기타지역)",용산역,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"서울","소계(기타지역)",용산역,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"서울","소계(기타지역)",용산역,운영경비 (%),71.7,18.7,18.8,18.9,72.5,11.9,11.3
"서울","소계(기타지역)",용산역,순영업소득 (%),28.3,81.3,81.2,81.1,27.5,88.1,88.7
"서울","소계(기타지역)",용산역,순영업소득 (천원/㎡),22.2,65.5,65.2,64.9,21.4,69.1,73.1
"서울","소계(기타지역)",이태원,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"서울","소계(기타지역)",이태원,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"서울","소계(기타지역)",이태원,운영경비 (%),40.7,11.9,11.3,11.4,44.2,11.0,11.0
"서울","소계(기타지역)",이태원,순영업소득 (%),59.3,88.1,88.7,88.6,55.8,89.0,89.0
"서울","소계(기타지역)",이태원,순영업소득 (천원/㎡),69.7,104.1,117.8,117.2,73.1,118.1,118.2
"서울","소계(기타지역)",잠실/송파,임대수입 (%),97.8,97.8,97.8,97.7,97.7,97.7,97.7
"서울","소계(기타지역)",잠실/송파,기타수입 (%),2.2,2.2,2.2,2.3,2.3,2.3,2.3
"서울","소계(기타지역)",잠실/송파,운영경비 (%),63.9,14.4,13.7,13.8,73.4,13.8,13.8
"서울","소계(기타지역)",잠실/송파,순영업소득 (%),36.1,85.6,86.3,86.2,26.6,86.2,86.2
"서울","소계(기타지역)",잠실/송파,순영업소득 (천원/㎡),30.2,72.6,73.0,72.7,21.8,72.7,70.9
"서울","소계(기타지역)",잠실새내역,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"서울","소계(기타지역)",잠실새내역,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"서울","소계(기타지역)",잠실새내역,운영경비 (%),67.0,17.4,18.4,17.8,79.0,17.9,17.9
"서울","소계(기타지역)",잠실새내역,순영업소득 (%),33.0,82.6,81.6,82.2,21.0,82.1,82.1
"서울","소계(기타지역)",잠실새내역,순영업소득 (천원/㎡),21.3,54.2,50.4,52.5,13.1,52.0,52.1
"서울","소계(기타지역)",장안동,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"서울","소계(기타지역)",장안동,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"서울","소계(기타지역)",장안동,운영경비 (%),57.8,19.1,19.5,19.5,60.0,19.5,19.5
"서울","소계(기타지역)",장안동,순영업소득 (%),42.2,80.9,80.5,80.5,40.0,80.5,80.5
"서울","소계(기타지역)",장안동,순영업소득 (천원/㎡),28.2,54.9,54.6,54.7,26.8,54.7,54.7
"서울","소계(기타지역)",천호,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"서울","소계(기타지역)",천호,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"서울","소계(기타지역)",천호,운영경비 (%),59.2,9.4,9.4,9.9,67.3,11.1,11.2
"서울","소계(기타지역)",천호,순영업소득 (%),40.8,90.6,90.6,90.1,32.7,88.9,88.8
"서울","소계(기타지역)",천호,순영업소득 (천원/㎡),53.1,121.7,121.3,115.8,40.1,114.0,112.8
"서울","소계(기타지역)",청량리,임대수입 (%),99.2,99.2,99.2,99.2,99.1,99.2,99.2
"서울","소계(기타지역)",청량리,기타수입 (%),0.8,0.8,0.8,0.8,0.9,0.8,0.8
"서울","소계(기타지역)",청량리,운영경비 (%),37.4,10.0,9.6,9.7,39.6,10.7,11.4
"서울","소계(기타지역)",청량리,순영업소득 (%),62.6,90.0,90.4,90.3,60.4,89.3,88.6
"서울","소계(기타지역)",청량리,순영업소득 (천원/㎡),71.7,103.8,104.5,104.1,68.1,101.8,100.9
"서울","소계(기타지역)",혜화동,임대수입 (%),99.7,99.7,99.7,99.7,99.7,99.7,99.7
"서울","소계(기타지역)",혜화동,기타수입 (%),0.3,0.3,0.3,0.3,0.3,0.3,0.3
"서울","소계(기타지역)",혜화동,운영경비 (%),33.5,11.1,11.2,10.8,49.6,11.3,11.4
"서울","소계(기타지역)",혜화동,순영업소득 (%),66.5,88.9,88.8,89.2,50.4,88.7,88.6
"서울","소계(기타지역)",혜화동,순영업소득 (천원/㎡),89.0,119.9,118.4,117.3,60.6,114.0,114.7
"서울","소계(기타지역)",화곡,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"서울","소계(기타지역)",화곡,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"서울","소계(기타지역)",화곡,운영경비 (%),41.8,7.6,7.7,7.5,41.4,12.9,14.0
"서울","소계(기타지역)",화곡,순영업소득 (%),58.2,92.4,92.3,92.5,58.6,87.1,86.0
"서울","소계(기타지역)",화곡,순영업소득 (천원/㎡),35.7,57.2,56.8,57.9,38.3,57.2,54.7
"부산","소계",소계,임대수입 (%),99.9,99.9,99.9,99.7,99.7,99.7,99.7
"부산","소계",소계,기타수입 (%),0.1,0.1,0.1,0.3,0.3,0.3,0.3
"부산","소계",소계,운영경비 (%),39.6,14.4,14.7,14.9,41.6,15.2,15.2
"부산","소계",소계,순영업소득 (%),60.4,85.6,85.3,85.1,58.4,84.8,84.8
"부산","소계",소계,순영업소득 (천원/㎡),34.7,49.6,49.0,48.7,32.9,48.6,48.7
"부산","개금역",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"부산","개금역",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"부산","개금역",소계,운영경비 (%),22.6,2.2,3.4,3.4,26.0,5.5,5.5
"부산","개금역",소계,순영업소득 (%),77.4,97.8,96.6,96.6,74.0,94.5,94.5
"부산","개금역",소계,순영업소득 (천원/㎡),32.1,40.6,39.9,39.6,29.1,37.5,37.6
"부산","경성대/부경대",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"부산","경성대/부경대",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"부산","경성대/부경대",소계,운영경비 (%),28.4,5.9,8.3,7.1,31.3,8.7,11.0
"부산","경성대/부경대",소계,순영업소득 (%),71.6,94.1,91.7,92.9,68.7,91.3,89.0
"부산","경성대/부경대",소계,순영업소득 (천원/㎡),52.1,68.3,68.8,68.1,50.0,65.1,66.5
"부산","광안리",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"부산","광안리",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"부산","광안리",소계,운영경비 (%),40.0,14.9,14.9,13.6,39.9,14.4,12.9
"부산","광안리",소계,순영업소득 (%),60.0,85.1,85.1,86.4,60.1,85.6,87.1
"부산","광안리",소계,순영업소득 (천원/㎡),42.8,61.1,61.4,62.1,42.9,61.3,57.4
"부산","구서동/금정구청",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"부산","구서동/금정구청",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"부산","구서동/금정구청",소계,운영경비 (%),25.0,5.5,5.8,6.1,27.5,6.8,6.9
"부산","구서동/금정구청",소계,순영업소득 (%),75.0,94.5,94.2,93.9,72.5,93.2,93.1
"부산","구서동/금정구청",소계,순영업소득 (천원/㎡),51.3,64.8,62.0,59.2,46.4,59.0,59.0
"부산","남포동",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"부산","남포동",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"부산","남포동",소계,운영경비 (%),32.7,6.2,7.9,8.6,33.5,7.0,7.0
"부산","남포동",소계,순영업소득 (%),67.3,93.8,92.1,91.4,66.5,93.0,93.0
"부산","남포동",소계,순영업소득 (천원/㎡),49.6,72.7,71.1,69.3,50.5,72.5,72.5
"부산","남항동",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"부산","남항동",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"부산","남항동",소계,운영경비 (%),44.2,23.8,23.9,24.9,47.2,24.9,24.9
"부산","남항동",소계,순영업소득 (%),55.8,76.2,76.1,75.1,52.8,75.1,75.1
"부산","남항동",소계,순영업소득 (천원/㎡),16.2,22.6,22.4,21.4,14.9,21.4,21.4
"부산","덕천역",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"부산","덕천역",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"부산","덕천역",소계,운영경비 (%),81.3,65.3,67.8,62.6,79.4,60.2,57.7
"부산","덕천역",소계,순영업소득 (%),18.7,34.7,32.2,37.4,20.6,39.8,42.3
"부산","덕천역",소계,순영업소득 (천원/㎡),10.9,20.6,18.3,22.2,11.9,23.4,24.7
"부산","동래역",소계,임대수입 (%),99.9,99.9,99.9,99.9,99.9,99.9,99.9
"부산","동래역",소계,기타수입 (%),0.1,0.1,0.1,0.1,0.1,0.1,0.1
"부산","동래역",소계,운영경비 (%),41.2,18.4,17.3,16.4,48.1,17.6,17.0
"부산","동래역",소계,순영업소득 (%),58.8,81.6,82.7,83.6,51.9,82.4,83.0
"부산","동래역",소계,순영업소득 (천원/㎡),30.3,43.1,43.5,45.9,27.4,45.4,45.8
"부산","부산대학앞",소계,임대수입 (%),98.2,98.1,98.0,98.1,98.1,98.1,98.1
"부산","부산대학앞",소계,기타수입 (%),1.8,1.9,2.0,1.9,1.9,1.9,1.9
"부산","부산대학앞",소계,운영경비 (%),53.5,31.6,33.3,31.7,61.3,29.7,29.7
"부산","부산대학앞",소계,순영업소득 (%),46.5,68.4,66.7,68.3,38.7,70.3,70.3
"부산","부산대학앞",소계,순영업소득 (천원/㎡),27.1,38.4,35.6,38.2,21.2,39.0,39.1
"부산","부산역",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"부산","부산역",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"부산","부산역",소계,운영경비 (%),35.6,11.9,11.8,12.2,35.7,12.2,12.6
"부산","부산역",소계,순영업소득 (%),64.4,88.1,88.2,87.8,64.3,87.8,87.4
"부산","부산역",소계,순영업소득 (천원/㎡),39.0,52.4,52.1,51.5,37.5,51.6,51.3
"부산","부전시장",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"부산","부전시장",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"부산","부전시장",소계,운영경비 (%),39.8,9.5,11.0,12.2,37.6,10.8,10.8
"부산","부전시장",소계,순영업소득 (%),60.2,90.5,89.0,87.8,62.4,89.2,89.2
"부산","부전시장",소계,순영업소득 (천원/㎡),50.1,75.6,73.4,70.9,52.2,75.1,75.5
"부산","사상역",소계,임대수입 (%),99.3,99.3,99.3,99.3,99.3,99.3,99.3
"부산","사상역",소계,기타수입 (%),0.7,0.7,0.7,0.7,0.7,0.7,0.7
"부산","사상역",소계,운영경비 (%),32.6,12.6,12.6,12.6,34.2,10.1,10.5
"부산","사상역",소계,순영업소득 (%),67.4,87.4,87.4,87.4,65.8,89.9,89.5
"부산","사상역",소계,순영업소득 (천원/㎡),34.9,45.3,45.4,45.1,32.7,44.8,46.1
"부산","사직야구장",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"부산","사직야구장",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"부산","사직야구장",소계,운영경비 (%),37.2,15.3,15.4,15.5,38.5,15.9,15.9
"부산","사직야구장",소계,순영업소득 (%),62.8,84.7,84.6,84.5,61.5,84.1,84.1
"부산","사직야구장",소계,순영업소득 (천원/㎡),32.5,44.0,43.7,43.4,31.4,46.0,46.1
"부산","서면/전포",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"부산","서면/전포",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"부산","서면/전포",소계,운영경비 (%),36.0,8.7,9.5,10.1,32.2,14.8,15.8
"부산","서면/전포",소계,순영업소득 (%),64.0,91.3,90.5,89.9,67.8,85.2,84.2
"부산","서면/전포",소계,순영업소득 (천원/㎡),44.7,65.6,66.8,64.6,46.1,58.6,59.0
"부산","송정해수욕장",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"부산","송정해수욕장",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"부산","송정해수욕장",소계,운영경비 (%),49.3,13.8,13.1,13.7,48.5,12.6,12.6
"부산","송정해수욕장",소계,순영업소득 (%),50.7,86.2,86.9,86.3,51.5,87.4,87.4
"부산","송정해수욕장",소계,순영업소득 (천원/㎡),26.3,45.1,43.1,44.9,26.4,45.3,45.4
"부산","수영역",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"부산","수영역",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"부산","수영역",소계,운영경비 (%),36.1,9.2,9.6,11.0,41.9,11.2,13.6
"부산","수영역",소계,순영업소득 (%),63.9,90.8,90.4,89.0,58.1,88.8,86.4
"부산","수영역",소계,순영업소득 (천원/㎡),36.2,51.6,51.1,50.0,32.5,50.1,48.7
"부산","연산로터리",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"부산","연산로터리",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"부산","연산로터리",소계,운영경비 (%),45.8,11.5,11.5,11.6,48.6,12.7,12.5
"부산","연산로터리",소계,순영업소득 (%),54.2,88.5,88.5,88.4,51.4,87.3,87.5
"부산","연산로터리",소계,순영업소득 (천원/㎡),28.2,46.3,46.0,45.7,25.9,45.2,45.4
"부산","온천장",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"부산","온천장",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"부산","온천장",소계,운영경비 (%),43.2,14.1,14.1,17.0,49.3,17.2,16.5
"부산","온천장",소계,순영업소득 (%),56.8,85.9,85.9,83.0,50.7,82.8,83.5
"부산","온천장",소계,순영업소득 (천원/㎡),24.7,37.6,37.4,35.1,20.1,33.9,34.3
"부산","하단역",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"부산","하단역",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"부산","하단역",소계,운영경비 (%),34.1,8.5,8.5,8.1,33.7,8.1,8.1
"부산","하단역",소계,순영업소득 (%),65.9,91.5,91.5,91.9,66.3,91.9,91.9
"부산","하단역",소계,순영업소득 (천원/㎡),37.5,50.4,50.0,52.8,37.8,52.8,52.9
"부산","해운대",소계,임대수입 (%),100.0,100.0,100.0,98.1,98.2,98.1,98.2
"부산","해운대",소계,기타수입 (%),0.0,0.0,0.0,1.9,1.8,1.9,1.8
"부산","해운대",소계,운영경비 (%),37.7,11.9,9.5,9.9,38.9,12.6,12.0
"부산","해운대",소계,순영업소득 (%),62.3,88.1,90.5,90.1,61.1,87.4,88.0
"부산","해운대",소계,순영업소득 (천원/㎡),55.7,81.4,79.9,81.0,54.7,78.6,82.8
"부산","현대백화점주변",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,99.2,99.3
"부산","현대백화점주변",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.8,0.7
"부산","현대백화점주변",소계,운영경비 (%),40.5,13.7,13.7,14.5,46.1,14.4,17.6
"부산","현대백화점주변",소계,순영업소득 (%),59.5,86.3,86.3,85.5,53.9,85.6,82.4
"부산","현대백화점주변",소계,순영업소득 (천원/㎡),28.4,41.7,41.3,36.9,22.7,38.0,39.3
"대구","소계",소계,임대수입 (%),99.5,99.5,99.5,99.5,99.5,99.9,99.9
"대구","소계",소계,기타수입 (%),0.5,0.5,0.5,0.5,0.5,0.1,0.1
"대구","소계",소계,운영경비 (%),33.5,8.2,8.9,9.5,37.7,10.8,10.2
"대구","소계",소계,순영업소득 (%),66.5,91.8,91.1,90.5,62.3,89.2,89.8
"대구","소계",소계,순영업소득 (천원/㎡),31.0,42.4,41.7,41.4,28.1,40.3,40.3
"대구","경북대북문",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"대구","경북대북문",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"대구","경북대북문",소계,운영경비 (%),12.7,1.0,1.4,1.4,15.3,3.7,3.7
"대구","경북대북문",소계,순영업소득 (%),87.3,99.0,98.6,98.6,84.7,96.3,96.3
"대구","경북대북문",소계,순영업소득 (천원/㎡),35.0,39.2,39.4,36.8,31.5,34.6,34.7
"대구","동대구",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"대구","동대구",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"대구","동대구",소계,운영경비 (%),36.0,9.5,8.7,8.8,37.4,8.6,8.6
"대구","동대구",소계,순영업소득 (%),64.0,90.5,91.3,91.2,62.6,91.4,91.4
"대구","동대구",소계,순영업소득 (천원/㎡),15.1,21.4,23.5,23.3,15.9,23.4,23.5
"대구","동성로중심",소계,임대수입 (%),97.5,97.5,97.3,97.3,97.4,100.0,100.0
"대구","동성로중심",소계,기타수입 (%),2.5,2.5,2.7,2.7,2.6,0.0,0.0
"대구","동성로중심",소계,운영경비 (%),28.7,4.9,5.8,6.2,30.6,5.9,6.0
"대구","동성로중심",소계,순영업소득 (%),71.3,95.1,94.2,93.8,69.4,94.1,94.0
"대구","동성로중심",소계,순영업소득 (천원/㎡),45.3,60.5,56.7,56.2,43.1,56.4,55.0
"대구","두류감삼역",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"대구","두류감삼역",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"대구","두류감삼역",소계,운영경비 (%),37.6,13.3,12.5,11.6,39.1,12.6,12.4
"대구","두류감삼역",소계,순영업소득 (%),62.4,86.7,87.5,88.4,60.9,87.4,87.6
"대구","두류감삼역",소계,순영업소득 (천원/㎡),28.1,38.8,40.4,40.2,26.4,38.7,40.1
"대구","들안길",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"대구","들안길",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"대구","들안길",소계,운영경비 (%),46.4,7.8,7.9,8.3,56.5,8.2,9.6
"대구","들안길",소계,순영업소득 (%),53.6,92.2,92.1,91.7,43.5,91.8,90.4
"대구","들안길",소계,순영업소득 (천원/㎡),24.8,42.9,42.6,40.4,18.7,40.9,40.3
"대구","삼덕/대봉",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"대구","삼덕/대봉",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"대구","삼덕/대봉",소계,운영경비 (%),22.6,6.8,6.9,7.3,27.3,10.8,6.7
"대구","삼덕/대봉",소계,순영업소득 (%),77.4,93.2,93.1,92.7,72.7,89.2,93.3
"대구","삼덕/대봉",소계,순영업소득 (천원/㎡),47.2,52.9,55.9,57.3,45.3,56.5,58.6
"대구","상인/월배",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"대구","상인/월배",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"대구","상인/월배",소계,운영경비 (%),33.6,12.8,12.8,19.9,39.0,20.0,19.9
"대구","상인/월배",소계,순영업소득 (%),66.4,87.2,87.2,80.1,61.0,80.0,80.1
"대구","상인/월배",소계,순영업소득 (천원/㎡),45.4,59.8,59.5,54.4,38.4,50.6,50.4
"대구","서문시장/청라언덕",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"대구","서문시장/청라언덕",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"대구","서문시장/청라언덕",소계,운영경비 (%),45.5,12.7,12.8,12.8,42.2,11.1,11.1
"대구","서문시장/청라언덕",소계,순영업소득 (%),54.5,87.3,87.2,87.2,57.8,88.9,88.9
"대구","서문시장/청라언덕",소계,순영업소득 (천원/㎡),19.5,32.8,32.6,32.5,21.3,33.1,33.1
"대구","수성범어",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"대구","수성범어",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"대구","수성범어",소계,운영경비 (%),35.2,5.7,8.5,10.1,42.1,10.9,10.8
"대구","수성범어",소계,순영업소득 (%),64.8,94.3,91.5,89.9,57.9,89.1,89.2
"대구","수성범어",소계,순영업소득 (천원/㎡),28.9,41.1,37.9,38.2,25.4,38.1,38.2
"대구","시지지구",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"대구","시지지구",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"대구","시지지구",소계,운영경비 (%),48.7,11.3,11.3,11.4,50.5,11.7,12.1
"대구","시지지구",소계,순영업소득 (%),51.3,88.7,88.7,88.6,49.5,88.3,87.9
"대구","시지지구",소계,순영업소득 (천원/㎡),31.1,54.1,53.8,53.6,29.6,53.3,51.3
"대구","월촌/안지랑",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"대구","월촌/안지랑",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"대구","월촌/안지랑",소계,운영경비 (%),38.3,13.3,16.7,16.9,44.5,25.6,26.2
"대구","월촌/안지랑",소계,순영업소득 (%),61.7,86.7,83.3,83.1,55.5,74.4,73.8
"대구","월촌/안지랑",소계,순영업소득 (천원/㎡),21.7,30.6,29.1,28.8,19.3,23.3,22.2
"대구","죽전역",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"대구","죽전역",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"대구","죽전역",소계,운영경비 (%),39.1,8.2,7.2,7.3,44.7,5.5,5.5
"대구","죽전역",소계,순영업소득 (%),60.9,91.8,92.8,92.7,55.3,94.5,94.5
"대구","죽전역",소계,순영업소득 (천원/㎡),23.9,33.8,33.9,33.6,19.8,34.3,34.3
"대구","칠곡",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"대구","칠곡",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"대구","칠곡",소계,운영경비 (%),36.3,4.7,6.1,6.3,33.3,9.3,9.3
"대구","칠곡",소계,순영업소득 (%),63.7,95.3,93.9,93.7,66.7,90.7,90.7
"대구","칠곡",소계,순영업소득 (천원/㎡),32.8,49.3,50.8,53.9,38.2,53.6,53.7
"인천","소계",소계,임대수입 (%),100.0,100.0,100.0,100.0,99.9,99.9,99.9
"인천","소계",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.1,0.1,0.1
"인천","소계",소계,운영경비 (%),35.6,16.1,17.2,17.8,43.8,18.8,18.7
"인천","소계",소계,순영업소득 (%),64.4,83.9,82.8,82.2,56.2,81.2,81.3
"인천","소계",소계,순영업소득 (천원/㎡),30.3,39.7,37.5,36.5,24.5,35.2,36.4
"인천","간석오거리",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"인천","간석오거리",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"인천","간석오거리",소계,운영경비 (%),40.8,23.1,25.5,25.6,54.1,32.0,32.8
"인천","간석오거리",소계,순영업소득 (%),59.2,76.9,74.5,74.4,45.9,68.0,67.2
"인천","간석오거리",소계,순영업소득 (천원/㎡),25.4,33.6,33.3,33.1,20.3,29.8,29.5
