"상권별(1)","상권별(2)",상권별(3),항목,2024.3/4,2024.4/4,2025.1/4,2025.2/4,2025.3/4,2025.4/4,2026.1/4
"인천","검단사거리완정역",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"인천","검단사거리완정역",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"인천","검단사거리완정역",소계,운영경비 (%),40.1,13.3,13.4,14.5,51.4,13.2,12.5
"인천","검단사거리완정역",소계,순영업소득 (%),59.9,86.7,86.6,85.5,48.6,86.8,87.5
"인천","검단사거리완정역",소계,순영업소득 (천원/㎡),37.3,56.5,56.1,55.0,29.9,52.8,54.5
"인천","계양계산",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"인천","계양계산",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"인천","계양계산",소계,운영경비 (%),41.6,21.9,21.4,21.5,43.2,22.1,22.0
"인천","계양계산",소계,순영업소득 (%),58.4,78.1,78.6,78.5,56.8,77.9,78.0
"인천","계양계산",소계,순영업소득 (천원/㎡),36.1,48.4,48.5,48.1,34.2,47.0,47.0
"인천","구월",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"인천","구월",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"인천","구월",소계,운영경비 (%),39.4,26.1,35.4,30.8,63.0,30.8,25.2
"인천","구월",소계,순영업소득 (%),60.6,73.9,64.6,69.2,37.0,69.2,74.8
"인천","구월",소계,순영업소득 (천원/㎡),27.2,26.1,16.8,21.0,11.0,21.0,29.5
"인천","부평",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"인천","부평",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"인천","부평",소계,운영경비 (%),30.5,9.9,11.0,12.3,44.5,13.6,14.2
"인천","부평",소계,순영업소득 (%),69.5,90.1,89.0,87.7,55.5,86.4,85.8
"인천","부평",소계,순영업소득 (천원/㎡),56.3,73.2,66.8,59.9,37.4,56.3,61.0
"인천","석남/가정중앙시장",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"인천","석남/가정중앙시장",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"인천","석남/가정중앙시장",소계,운영경비 (%),39.4,16.6,15.4,15.5,39.8,16.3,17.4
"인천","석남/가정중앙시장",소계,순영업소득 (%),60.6,83.4,84.6,84.5,60.2,83.7,82.6
"인천","석남/가정중앙시장",소계,순영업소득 (천원/㎡),20.1,27.6,27.8,27.7,19.6,27.4,26.4
"인천","신포동",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"인천","신포동",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"인천","신포동",소계,운영경비 (%),34.9,20.5,22.7,24.0,42.1,24.7,24.6
"인천","신포동",소계,순영업소득 (%),65.1,79.5,77.3,76.0,57.9,75.3,75.4
"인천","신포동",소계,순영업소득 (천원/㎡),21.9,26.8,23.8,22.2,16.4,22.4,22.8
"인천","인천서구청",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"인천","인천서구청",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"인천","인천서구청",소계,운영경비 (%),27.6,11.6,11.6,11.7,36.9,12.9,13.4
"인천","인천서구청",소계,순영업소득 (%),72.4,88.4,88.4,88.3,63.1,87.1,86.6
"인천","인천서구청",소계,순영업소득 (천원/㎡),31.9,39.0,38.8,38.6,25.0,34.7,34.6
"인천","주안",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"인천","주안",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"인천","주안",소계,운영경비 (%),41.6,17.3,18.5,18.4,44.6,18.7,18.7
"인천","주안",소계,순영업소득 (%),58.4,82.7,81.5,81.6,55.4,81.3,81.3
"인천","주안",소계,순영업소득 (천원/㎡),21.9,31.1,29.3,30.5,20.5,30.3,30.3
"광주","소계",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"광주","소계",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"광주","소계",소계,운영경비 (%),34.6,16.2,16.3,17.0,38.1,18.3,18.0
"광주","소계",소계,순영업소득 (%),65.4,83.8,83.7,83.0,61.9,81.7,82.0
"광주","소계",소계,순영업소득 (천원/㎡),25.2,32.6,32.6,31.8,23.0,30.6,30.5
"광주","금남로/충장로",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"광주","금남로/충장로",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"광주","금남로/충장로",소계,운영경비 (%),37.7,17.0,19.7,20.7,46.4,22.1,20.7
"광주","금남로/충장로",소계,순영업소득 (%),62.3,83.0,80.3,79.3,53.6,77.9,79.3
"광주","금남로/충장로",소계,순영업소득 (천원/㎡),26.4,36.5,35.1,33.0,21.5,31.9,31.5
"광주","금호지구",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"광주","금호지구",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"광주","금호지구",소계,운영경비 (%),14.6,2.8,2.8,2.8,15.3,2.8,2.8
"광주","금호지구",소계,순영업소득 (%),85.4,97.2,97.2,97.2,84.7,97.2,97.2
"광주","금호지구",소계,순영업소득 (천원/㎡),55.9,63.6,62.9,62.3,54.0,62.3,62.4
"광주","봉선동",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"광주","봉선동",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"광주","봉선동",소계,운영경비 (%),32.0,15.1,15.2,14.4,33.2,14.7,12.0
"광주","봉선동",소계,순영업소득 (%),68.0,84.9,84.8,85.6,66.8,85.3,88.0
"광주","봉선동",소계,순영업소득 (천원/㎡),17.5,21.8,21.7,21.8,16.8,20.0,20.7
"광주","상무지구",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"광주","상무지구",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"광주","상무지구",소계,운영경비 (%),41.8,12.2,12.4,12.6,47.7,15.6,14.7
"광주","상무지구",소계,순영업소득 (%),58.2,87.8,87.6,87.4,52.3,84.4,85.3
"광주","상무지구",소계,순영업소득 (천원/㎡),30.6,46.4,45.9,45.4,25.1,43.9,44.4
"광주","송정동지구",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"광주","송정동지구",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"광주","송정동지구",소계,운영경비 (%),39.1,16.0,16.7,16.8,42.9,17.9,13.8
"광주","송정동지구",소계,순영업소득 (%),60.9,84.0,83.3,83.2,57.1,82.1,86.2
"광주","송정동지구",소계,순영업소득 (천원/㎡),26.4,36.6,37.7,37.4,25.2,36.6,38.5
"광주","양산지구",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"광주","양산지구",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"광주","양산지구",소계,운영경비 (%),30.8,11.7,11.8,14.7,33.8,16.8,16.8
"광주","양산지구",소계,순영업소득 (%),69.2,88.3,88.2,85.3,66.2,83.2,83.2
"광주","양산지구",소계,순영업소득 (천원/㎡),25.4,32.5,32.3,32.2,24.9,31.4,31.5
"광주","용봉동",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"광주","용봉동",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"광주","용봉동",소계,운영경비 (%),38.5,22.4,19.0,19.9,37.0,21.0,20.4
"광주","용봉동",소계,순영업소득 (%),61.5,77.6,81.0,80.1,63.0,79.0,79.6
"광주","용봉동",소계,순영업소득 (천원/㎡),17.3,23.2,24.9,23.6,18.4,23.4,24.1
"광주","월산동지구",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"광주","월산동지구",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"광주","월산동지구",소계,운영경비 (%),26.5,14.9,14.6,15.0,29.6,15.9,14.9
"광주","월산동지구",소계,순영업소득 (%),73.5,85.1,85.4,85.0,70.4,84.1,85.1
"광주","월산동지구",소계,순영업소득 (천원/㎡),24.3,27.6,27.7,26.8,21.8,27.0,27.9
"광주","전남대",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"광주","전남대",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"광주","전남대",소계,운영경비 (%),28.4,13.9,12.9,13.9,32.0,16.6,16.6
"광주","전남대",소계,순영업소득 (%),71.6,86.1,87.1,86.1,68.0,83.4,83.4
"광주","전남대",소계,순영업소득 (천원/㎡),26.9,32.2,32.4,31.5,22.5,26.3,21.5
"광주","첨단1지구",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"광주","첨단1지구",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"광주","첨단1지구",소계,운영경비 (%),38.3,18.5,18.6,21.9,46.8,24.6,24.2
"광주","첨단1지구",소계,순영업소득 (%),61.7,81.5,81.4,78.1,53.2,75.4,75.8
"광주","첨단1지구",소계,순영업소득 (천원/㎡),34.3,45.7,45.4,43.4,26.1,37.3,38.1
"대전","소계",소계,임대수입 (%),99.6,99.6,99.6,99.6,99.6,100.0,100.0
"대전","소계",소계,기타수입 (%),0.4,0.4,0.4,0.4,0.4,0.0,0.0
"대전","소계",소계,운영경비 (%),37.4,11.6,11.4,11.7,40.3,12.0,12.5
"대전","소계",소계,순영업소득 (%),62.6,88.4,88.6,88.3,59.7,88.0,87.5
"대전","소계",소계,순영업소득 (천원/㎡),20.8,29.1,29.1,28.5,18.8,28.6,29.1
"대전","노은",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"대전","노은",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"대전","노은",소계,운영경비 (%),47.9,11.3,8.9,8.9,41.8,10.7,10.7
"대전","노은",소계,순영업소득 (%),52.1,88.7,91.1,91.1,58.2,89.3,89.3
"대전","노은",소계,순영업소득 (천원/㎡),26.2,44.9,45.9,45.7,25.3,39.1,39.2
"대전","대전원도심",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"대전","대전원도심",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"대전","대전원도심",소계,운영경비 (%),35.7,12.8,12.9,13.0,37.4,13.3,13.4
"대전","대전원도심",소계,순영업소득 (%),64.3,87.2,87.1,87.0,62.6,86.7,86.6
"대전","대전원도심",소계,순영업소득 (천원/㎡),22.2,30.3,30.0,29.7,21.3,30.1,30.3
"대전","복합터미널",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"대전","복합터미널",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"대전","복합터미널",소계,운영경비 (%),51.8,14.0,14.2,14.6,55.6,16.0,15.9
"대전","복합터미널",소계,순영업소득 (%),48.2,86.0,85.8,85.4,44.4,84.0,84.1
"대전","복합터미널",소계,순영업소득 (천원/㎡),10.3,18.5,18.3,18.1,8.6,16.7,16.8
"대전","서대전네거리",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"대전","서대전네거리",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"대전","서대전네거리",소계,운영경비 (%),26.4,12.3,12.4,12.7,28.2,12.5,11.5
"대전","서대전네거리",소계,순영업소득 (%),73.6,87.7,87.6,87.3,71.8,87.5,88.5
"대전","서대전네거리",소계,순영업소득 (천원/㎡),33.4,39.8,39.6,39.2,32.1,40.1,40.6
"대전","용문/한민시장",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"대전","용문/한민시장",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"대전","용문/한민시장",소계,운영경비 (%),42.0,12.3,12.5,12.6,44.3,11.7,16.4
"대전","용문/한민시장",소계,순영업소득 (%),58.0,87.7,87.5,87.4,55.7,88.3,83.6
"대전","용문/한민시장",소계,순영업소득 (천원/㎡),19.6,29.3,30.3,29.0,18.8,29.5,31.3
"대전","유성온천역",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"대전","유성온천역",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"대전","유성온천역",소계,운영경비 (%),38.5,14.6,12.8,13.2,41.2,13.9,14.2
"대전","유성온천역",소계,순영업소득 (%),61.5,85.4,87.2,86.8,58.8,86.1,85.8
"대전","유성온천역",소계,순영업소득 (천원/㎡),12.2,16.8,17.1,16.9,11.7,17.3,17.0
"울산","소계",소계,임대수입 (%),99.7,99.7,99.7,99.7,99.7,99.7,99.7
"울산","소계",소계,기타수입 (%),0.3,0.3,0.3,0.3,0.3,0.3,0.3
"울산","소계",소계,운영경비 (%),41.4,13.2,13.7,14.4,43.5,13.6,13.9
"울산","소계",소계,순영업소득 (%),58.6,86.8,86.3,85.6,56.5,86.4,86.1
"울산","소계",소계,순영업소득 (천원/㎡),19.5,29.0,28.8,28.3,18.4,28.4,28.2
"울산","삼산동",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"울산","삼산동",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"울산","삼산동",소계,운영경비 (%),46.1,12.7,12.6,13.0,47.8,13.7,14.3
"울산","삼산동",소계,순영업소득 (%),53.9,87.3,87.4,87.0,52.2,86.3,85.7
"울산","삼산동",소계,순영업소득 (천원/㎡),18.7,30.6,30.7,29.8,17.4,29.5,28.9
"울산","성남옥교동",소계,임대수입 (%),98.1,98.1,98.1,98.1,98.1,98.2,98.2
"울산","성남옥교동",소계,기타수입 (%),1.9,1.9,1.9,1.9,1.9,1.8,1.8
"울산","성남옥교동",소계,운영경비 (%),38.0,11.5,11.6,11.9,36.6,11.6,11.7
"울산","성남옥교동",소계,순영업소득 (%),62.0,88.5,88.4,88.1,63.4,88.4,88.3
"울산","성남옥교동",소계,순영업소득 (천원/㎡),20.0,28.4,28.2,29.2,21.0,29.9,29.5
"울산","신정동",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"울산","신정동",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"울산","신정동",소계,운영경비 (%),41.9,11.0,11.2,11.1,46.0,11.3,11.1
"울산","신정동",소계,순영업소득 (%),58.1,89.0,88.8,88.9,54.0,88.7,88.9
"울산","신정동",소계,순영업소득 (천원/㎡),18.8,28.6,28.2,28.4,16.8,27.8,28.4
"울산","울산농소",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"울산","울산농소",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"울산","울산농소",소계,운영경비 (%),49.0,20.1,21.3,24.6,52.7,23.3,23.8
"울산","울산농소",소계,순영업소득 (%),51.0,79.9,78.7,75.4,47.3,76.7,76.2
"울산","울산농소",소계,순영업소득 (천원/㎡),17.0,26.7,26.9,24.8,15.3,25.8,25.1
"울산","울산대",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"울산","울산대",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"울산","울산대",소계,운영경비 (%),49.0,13.6,13.7,13.8,49.3,12.1,12.0
"울산","울산대",소계,순영업소득 (%),51.0,86.4,86.3,86.2,50.7,87.9,88.0
"울산","울산대",소계,순영업소득 (천원/㎡),15.7,27.0,26.8,26.7,15.8,28.0,28.0
"울산","전하동",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"울산","전하동",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"울산","전하동",소계,운영경비 (%),35.5,15.7,18.1,18.7,39.6,18.3,18.2
"울산","전하동",소계,순영업소득 (%),64.5,84.3,81.9,81.3,60.4,81.7,81.8
"울산","전하동",소계,순영업소득 (천원/㎡),21.4,28.1,26.2,26.1,19.4,26.8,26.8
"세종","소계",소계,임대수입 (%),98.5,98.6,98.6,98.6,98.6,98.6,98.5
"세종","소계",소계,기타수입 (%),1.5,1.4,1.4,1.4,1.4,1.4,1.5
"세종","소계",소계,운영경비 (%),30.2,7.5,8.6,8.1,29.8,8.1,9.0
"세종","소계",소계,순영업소득 (%),69.8,92.5,91.4,91.9,70.2,91.9,91.0
"세종","소계",소계,순영업소득 (천원/㎡),22.3,30.7,30.6,30.6,23.9,31.6,28.4
"세종","조치원",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"세종","조치원",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"세종","조치원",소계,운영경비 (%),31.9,10.5,12.8,11.6,31.9,11.3,11.6
"세종","조치원",소계,순영업소득 (%),68.1,89.5,87.2,88.4,68.1,88.7,88.4
"세종","조치원",소계,순영업소득 (천원/㎡),17.2,22.2,22.3,22.4,17.6,23.1,23.1
"경기","소계",소계,임대수입 (%),98.9,98.9,99.1,99.1,99.1,99.1,99.0
"경기","소계",소계,기타수입 (%),1.1,1.1,0.9,0.9,0.9,0.9,1.0
"경기","소계",소계,운영경비 (%),36.1,11.3,12.1,12.4,41.8,13.0,13.3
"경기","소계",소계,순영업소득 (%),63.9,88.7,87.9,87.6,58.2,87.0,86.7
"경기","소계",소계,순영업소득 (천원/㎡),36.2,50.1,49.0,48.7,32.0,48.0,47.5
"경기","고양시청",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","고양시청",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","고양시청",소계,운영경비 (%),42.9,11.9,11.9,10.9,44.2,10.9,10.9
"경기","고양시청",소계,순영업소득 (%),57.1,88.1,88.1,89.1,55.8,89.1,89.1
"경기","고양시청",소계,순영업소득 (천원/㎡),30.8,47.8,47.6,47.9,29.8,47.9,48.0
"경기","광명철산",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","광명철산",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","광명철산",소계,운영경비 (%),42.1,9.2,9.3,9.3,46.5,9.3,9.3
"경기","광명철산",소계,순영업소득 (%),57.9,90.8,90.7,90.7,53.5,90.7,90.7
"경기","광명철산",소계,순영업소득 (천원/㎡),45.2,71.4,70.9,70.2,41.1,70.6,70.2
"경기","광주시가지",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","광주시가지",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","광주시가지",소계,운영경비 (%),35.3,13.2,13.2,13.4,37.2,15.5,17.5
"경기","광주시가지",소계,순영업소득 (%),64.7,86.8,86.8,86.6,62.8,84.5,82.5
"경기","광주시가지",소계,순영업소득 (천원/㎡),37.8,49.9,49.8,50.5,36.9,49.9,42.8
"경기","구리역",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","구리역",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","구리역",소계,운영경비 (%),27.4,7.4,7.2,7.8,34.3,8.2,7.5
"경기","구리역",소계,순영업소득 (%),72.6,92.6,92.8,92.2,65.7,91.8,92.5
"경기","구리역",소계,순영업소득 (천원/㎡),51.0,64.8,63.2,62.0,44.0,62.5,62.3
"경기","기흥역",소계,임대수입 (%),99.6,99.6,99.6,99.6,99.6,99.6,99.6
"경기","기흥역",소계,기타수입 (%),0.4,0.4,0.4,0.4,0.4,0.4,0.4
"경기","기흥역",소계,운영경비 (%),39.7,7.8,7.9,8.4,46.0,10.8,11.1
"경기","기흥역",소계,순영업소득 (%),60.3,92.2,92.1,91.6,54.0,89.2,88.9
"경기","기흥역",소계,순영업소득 (천원/㎡),41.9,64.3,63.9,59.3,35.3,62.6,60.9
"경기","김량장동",소계,임대수입 (%),98.2,98.2,98.2,98.1,98.1,98.1,98.1
"경기","김량장동",소계,기타수입 (%),1.8,1.8,1.8,1.9,1.9,1.9,1.9
"경기","김량장동",소계,운영경비 (%),39.5,11.4,11.5,11.8,44.9,13.7,13.9
"경기","김량장동",소계,순영업소득 (%),60.5,88.6,88.5,88.2,55.1,86.3,86.1
"경기","김량장동",소계,순영업소득 (천원/㎡),36.1,53.2,52.6,51.2,31.6,48.0,48.8
"경기","동두천중앙로",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","동두천중앙로",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","동두천중앙로",소계,운영경비 (%),26.4,12.3,12.7,14.0,31.1,15.4,14.5
"경기","동두천중앙로",소계,순영업소득 (%),73.6,87.7,87.3,86.0,68.9,84.6,85.5
"경기","동두천중앙로",소계,순영업소득 (천원/㎡),25.4,30.3,29.4,29.5,23.7,26.5,26.8
"경기","모란",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","모란",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","모란",소계,운영경비 (%),41.5,20.5,23.0,23.1,44.4,23.1,21.0
"경기","모란",소계,순영업소득 (%),58.5,79.5,77.0,76.9,55.6,76.9,79.0
"경기","모란",소계,순영업소득 (천원/㎡),57.1,77.6,74.1,73.8,52.9,73.7,75.9
"경기","병점역",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","병점역",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","병점역",소계,운영경비 (%),32.5,12.0,12.1,12.2,38.0,12.4,12.8
"경기","병점역",소계,순영업소득 (%),67.5,88.0,87.9,87.8,62.0,87.6,87.2
"경기","병점역",소계,순영업소득 (천원/㎡),44.5,58.1,57.8,57.5,40.3,58.4,58.2
"경기","부천역",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","부천역",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","부천역",소계,운영경비 (%),32.1,9.7,8.7,8.3,30.2,9.1,10.0
"경기","부천역",소계,순영업소득 (%),67.9,90.3,91.3,91.7,69.8,90.9,90.0
"경기","부천역",소계,순영업소득 (천원/㎡),37.9,50.7,53.4,55.6,41.5,53.7,53.6
"경기","성남구시가지",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","성남구시가지",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","성남구시가지",소계,운영경비 (%),36.6,11.6,12.1,11.9,43.4,12.4,13.2
"경기","성남구시가지",소계,순영업소득 (%),63.4,88.4,87.9,88.1,56.6,87.6,86.8
"경기","성남구시가지",소계,순영업소득 (천원/㎡),40.5,56.6,53.7,55.1,33.4,52.1,53.2
"경기","수원역",소계,임대수입 (%),99.2,99.2,99.2,99.2,99.2,99.2,99.2
"경기","수원역",소계,기타수입 (%),0.8,0.8,0.8,0.8,0.8,0.8,0.8
"경기","수원역",소계,운영경비 (%),30.1,9.1,10.9,10.8,34.7,10.9,10.9
"경기","수원역",소계,순영업소득 (%),69.9,90.9,89.1,89.2,65.3,89.1,89.1
"경기","수원역",소계,순영업소득 (천원/㎡),86.9,113.2,110.4,114.7,83.4,114.2,114.4
"경기","수원파장동",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","수원파장동",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","수원파장동",소계,운영경비 (%),28.9,9.7,11.4,11.7,32.8,11.7,11.7
"경기","수원파장동",소계,순영업소득 (%),71.1,90.3,88.6,88.3,67.2,88.3,88.3
"경기","수원파장동",소계,순영업소득 (천원/㎡),28.7,36.5,30.4,30.2,26.4,34.9,35.0
"경기","신장/지산/서정",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","신장/지산/서정",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","신장/지산/서정",소계,운영경비 (%),38.0,18.2,19.1,18.6,41.2,16.5,16.3
"경기","신장/지산/서정",소계,순영업소득 (%),62.0,81.8,80.9,81.4,58.8,83.5,83.7
"경기","신장/지산/서정",소계,순영업소득 (천원/㎡),24.3,31.6,30.0,31.2,22.5,32.7,33.4
"경기","신천역",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","신천역",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","신천역",소계,운영경비 (%),45.3,10.9,14.1,16.3,44.6,18.8,18.8
"경기","신천역",소계,순영업소득 (%),54.7,89.1,85.9,83.7,55.4,81.2,81.2
"경기","신천역",소계,순영업소득 (천원/㎡),18.7,30.7,33.6,32.5,20.7,30.6,30.6
"경기","안성 서인사거리",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","안성 서인사거리",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","안성 서인사거리",소계,운영경비 (%),33.0,17.2,17.3,17.6,36.1,18.0,18.4
"경기","안성 서인사거리",소계,순영업소득 (%),67.0,82.8,82.7,82.4,63.9,82.0,81.6
"경기","안성 서인사거리",소계,순영업소득 (천원/㎡),19.3,23.2,23.1,22.9,17.6,22.3,22.2
"경기","안양역",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","안양역",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","안양역",소계,운영경비 (%),34.5,12.8,13.6,12.7,36.8,12.9,14.6
"경기","안양역",소계,순영업소득 (%),65.5,87.2,86.4,87.3,63.2,87.1,85.4
"경기","안양역",소계,순영업소득 (천원/㎡),45.2,60.1,56.0,56.2,40.4,56.1,54.8
"경기","양주덕정역",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","양주덕정역",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","양주덕정역",소계,운영경비 (%),18.1,4.2,4.1,4.4,35.1,7.0,7.1
"경기","양주덕정역",소계,순영업소득 (%),81.9,95.8,95.9,95.6,64.9,93.0,92.9
"경기","양주덕정역",소계,순영업소득 (천원/㎡),41.6,50.3,50.9,47.8,26.5,41.2,38.8
"경기","여주시청",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","여주시청",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","여주시청",소계,운영경비 (%),38.4,19.4,19.6,18.3,33.1,18.5,18.9
"경기","여주시청",소계,순영업소득 (%),61.6,80.6,80.4,81.7,66.9,81.5,81.1
"경기","여주시청",소계,순영업소득 (천원/㎡),20.8,28.0,27.7,30.2,25.0,29.6,28.9
"경기","오산시청",소계,임대수입 (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0
"경기","오산시청",소계,기타수입 (%),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"경기","오산시청",소계,운영경비 (%),36.5,10.4,12.3,14.3,39.1,14.4,13.3
"경기","오산시청",소계,순영업소득 (%),63.5,89.6,87.7,85.7,60.9,85.6,86.7
"경기","오산시청",소계,순영업소득 (천원/㎡),28.1,41.2,36.6,35.6,25.4,36.0,37.6
